#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
364,Tue Sep 15 09:39:09 PDT 2020,76,0,UtilityClassSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
365,Tue Sep 15 09:42:59 PDT 2020,76,0,UtilityClassSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
366,Tue Sep 15 09:43:00 PDT 2020,76,0,UtilityClassSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
367,Tue Sep 15 09:43:03 PDT 2020,76,0,UtilityClassSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
368,Tue Sep 15 09:43:05 PDT 2020,76,0,UtilityClassSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
369,Tue Sep 15 09:43:06 PDT 2020,76,0,UtilityClassSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
370,Tue Sep 15 09:43:35 PDT 2020,76,0,UtilityClassSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
371,Tue Sep 15 09:53:03 PDT 2020,76,0,A1GeneralStyleSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
372,Tue Sep 15 09:53:04 PDT 2020,76,0,A1ModularitySuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
373,Tue Sep 15 09:59:45 PDT 2020,78,2,UtilityClassSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInferredSafeTest+ IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest , ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
374,Tue Sep 15 09:59:48 PDT 2020,78,0,FactoriesSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest , ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
375,Tue Sep 15 09:59:49 PDT 2020,78,0,RequiredClassesSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest , ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
376,Tue Sep 15 09:59:59 PDT 2020,78,0,MainClassSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest , ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
377,Tue Sep 15 10:04:47 PDT 2020,76,-2,UtilityClassSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest- ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
378,Tue Sep 15 10:04:57 PDT 2020,76,0,UtilityClassSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
379,Tue Sep 15 12:01:54 PDT 2020,76,0,MainClassSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
380,Tue Sep 15 12:02:06 PDT 2020,76,0,UtilityClassSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
381,Tue Sep 15 12:02:10 PDT 2020,76,0,FactoriesSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
382,Tue Sep 15 12:02:11 PDT 2020,76,0,RequiredClassesSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
383,Tue Sep 15 12:14:43 PDT 2020,76,0,A1GeneralStyleSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
384,Tue Sep 15 12:14:45 PDT 2020,76,0,A1ModularitySuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
385,Tue Sep 15 12:14:56 PDT 2020,76,0,RequiredClassesSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
386,Tue Sep 15 12:14:58 PDT 2020,76,0,FactoriesSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
387,Tue Sep 15 12:14:59 PDT 2020,76,0,UtilityClassSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
388,Tue Sep 15 12:15:11 PDT 2020,76,0,MainClassSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
389,Tue Sep 15 12:30:35 PDT 2020,76,0,MainClassSuite,BasicMainTest ClassifierFactory CompareSafetyComputationsTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactory WekaFileSizeTest ,IsInferredSafeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride InterpolatedReuse UtilityJavaDocs , ,
